Status,"Kampagnen ID",Kampagne,Kategorie,Unterkategorien,URL,"Exklusiv bei TradeTracker","Tracking URL",CPM,Klick,Lead,iLead,"Sales (EUR)","iSales (EUR)","Sales (%)","iSales (%)","App install","App start",Segment,Registrierungsdatum,Änderungsdatum,"Deep Linking",CleanLinking,"Referenz Tracking",Produkt-Feed,Suchmaschinen-Marketing,"E-Mail Marketing",Cashback,"Gutschein-, Rabatt- und Angebotsseiten",Prepayment,Segmentierung,Cookie-Laufzeit,Startdatum,Enddatum,"Lead Attritbution Modell","Verglichen mit den letzten 30 Tagen","Sales Attribution Modell","Verglichen mit den letzten 30 Tagen"
"Nicht angemeldet",#33436,"Imoo DE",Telekommunikation,,https://www.imoostore.com/,nein,https://tc.tradetracker.net/?c=33436&m=0&a=390329,-,-,-,-,-,-,"2,80 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",19.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2676,Intergardshop.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Boden und Pflaster, Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Garten",https://www.intergardshop.de,nein,https://www.intergard.eu/gartenprodukte/?tt=2676_0_390329_,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",23.10.09,,Linear,-,Linear,-
"Nicht angemeldet",#29785,Into-led.com,"Wohnen, Haus und Garten",,https://www.into-led.com/de,ja,https://www.into-led.com/de/tracking/tradetracker/redirect/?tt=29785_0_390329_,-,-,-,-,-,-,"9,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"100 Tage",18.01.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#7635,"Ipsos i-Say",Sonstiges,"Sonstiges > Umfragen",https://i-say.com,nein,https://tc.tradetracker.net/?c=7635&m=0&a=390329,-,-,"2,80 €",-,-,-,-,-,-,-,-,,,nein,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Eingeschränkt,nein,manuell,"100 Tage",16.04.15,,Klassisch,-,Klassisch,-
Akzeptiert,#11886,"JBL DE",Elektronik,"Elektronik > Zubehör, Elektronik > Sat-Anlage, Elektronik > Multimedia, Elektronik > Audio und Video",https://de.jbl.com/,ja,https://tc.tradetracker.net/?c=11886&m=0&a=390329,-,-,-,-,-,-,"5,00 %",-,-,-,Allgemein,01.01.21,10.01.21,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,ja,automatisch,"15 Tage",19.08.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#26811,Jeans-one.de,"Mode und Accessoires","Mode und Accessoires > Damen, Mode und Accessoires > Herren, Mode und Accessoires > Outlet",https://www.jeans-one.de/,ja,https://tc.tradetracker.net/?c=26811&m=0&a=390329,-,-,-,-,-,-,"10,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"30 Tage",05.12.17,,Linear,-,Linear,-
"Nicht angemeldet",#29687,"JS Hotels","Reisen und Urlaub","Reisen und Urlaub > Autovermietung, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Autoreisen, Reisen und Urlaub > Busreisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Hotels, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Singlereisen, Reisen und Urlaub > Parken, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Freizeitparks, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Fernreisen",https://www.jshotels.com/de/,nein,https://tc.tradetracker.net/?c=29687&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",25.01.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33398," Js-parts.com","Autos, Motorräder und Zubehör",,https://www.js-parts.com,ja,https://www.js-parts.com/motorbike/?tt=33398_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",03.11.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#4674,"Juwelier Harnisch","Mode und Accessoires","Mode und Accessoires > Schmuck und Uhren",https://www.juwelier-harnisch.com/,ja,https://tc.tradetracker.net/?c=4674&m=0&a=390329,-,-,-,-,-,-,"3,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,"Nicht gestattet",nein,automatisch,"30 Tage",07.03.11,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#31287,Kamera-Express.de,Elektronik,,https://www.kamera-express.de,ja,https://tc.tradetracker.net/?c=31287&m=0&a=390329,-,-,-,-,-,-,"4,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet","Nicht gestattet","Nicht gestattet","Nicht gestattet",nein,manuell,"14 Tage",22.05.20,,Klassisch,-,Benutzerdefiniert,-
"Nicht angemeldet",#9169,Karlhaeussler.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Haus & Garten, Wohnen, Haus und Garten > Garten",https://www.karlhaeussler.de,nein,https://www.karlhaeussler.de/motorgeraete/?tt=9169_0_390329_,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,ja,Erlaubt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"3 Monate",29.10.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32552,Katanamart.de,"Geschenke und Gadgets",,https://katanamart.de/,nein,https://katanamart.de/katana/?tt=32552_0_390329_,-,-,-,-,-,-,"4,90 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",02.06.20,,Linear,-,Linear,-
"Nicht angemeldet",#32919,"KAYAK DE","Reisen und Urlaub","Reisen und Urlaub > Fernreisen, Reisen und Urlaub > Tickets, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Autovermietung, Reisen und Urlaub > Autoreisen, Reisen und Urlaub > Jugendreisen, Reisen und Urlaub > Hotels, Reisen und Urlaub > Kinderreisen, Reisen und Urlaub > Reiseprodukte, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Winterurlaub, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Abenteuerreisen, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Singlereisen",https://www.kayak.de/,nein,https://tc.tradetracker.net/?c=32919&m=0&a=390329,-,-,"0,31 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"100 Tage",01.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#26570,kfzteile24.de,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Zubehör und Teile",https://www.kfzteile24.de,nein,https://www.kfzteile24.de/cgi-perl/ersatzteile.cgi?tt=26570_0_390329_,-,-,-,-,-,-,"6,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"30 Tage",05.09.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#17192,King-of-sports.de,"Sport und Freizeit",,https://www.king-of-sports.de/,nein,https://tc.tradetracker.net/?c=17192&m=0&a=390329,-,-,-,-,-,-,"5,00 %","5,00 %",-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",01.12.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#25474,Kizzle.net,Dating,"Erotik > Adult Dating",https://www.kizzle.net,nein,https://tc.tradetracker.net/?c=25474&m=0&a=390329,-,-,"5,00 €",-,-,-,"20,00 %","20,00 %",-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"100 Tage",10.04.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33416,Klamer-Kitchen.com,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Haustechnik, Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Grillen, Wohnen, Haus und Garten > Küche",https://klamer-kitchen.com/,ja,https://kueche.klamer-kitchen.com/?tt=33416_0_390329_,-,-,-,-,-,-,"8,00 %","8,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",28.10.20,,"Last Touch Point",-,Benutzerdefiniert,-
"Nicht angemeldet",#26065,Kleren.com,"Mode und Accessoires","Mode und Accessoires > Kinderkleidung, Mode und Accessoires > Outlet, Mode und Accessoires > Damen, Mode und Accessoires > Jugend, Mode und Accessoires > Herren",https://www.kleren.com,nein,https://www.kleren.com/outlet/?tt=26065_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,automatisch,"30 Tage",27.06.17,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33687,Knuddlers.com,"Geschenke und Gadgets",,https://knuddlers.com/,ja,https://knuddlers.com/puppen/?tt=33687_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Erlaubt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",02.12.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#13617,Kostüme.com,"Mode und Accessoires","Mode und Accessoires > Sportkleidung, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Nachtwäsche, Mode und Accessoires > Dessous, Mode und Accessoires > Sonnenbrillen, Mode und Accessoires > Übergrößen, Mode und Accessoires > Damen, Mode und Accessoires > Herren, Mode und Accessoires > Outlet, Mode und Accessoires > Senioren, Mode und Accessoires > Accessoires, Mode und Accessoires > Jugend",https://www.kostüme.com,ja,https://www.kostüme.com/tradetracker/?tt=13617_0_390329_,-,-,-,-,-,-,"10,00 %","10,00 %",-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Eingeschränkt,nein,automatisch,"45 Tage",02.01.13,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2138,Kroatien-idriva.de,"Reisen und Urlaub","Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Ferienwohnungen, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Hotels, Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Camping-Reisen",https://www.kroatien-idriva.de/,nein,https://www.kroatien-idriva.de/tracking/tt/?tt=2138_0_390329_,-,-,-,-,-,-,"3,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",20.04.10,27.02.21,Klassisch,-,Klassisch,-
"Nicht angemeldet",#14337,Lampenundleuchten.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Lampen und Licht, Wohnen, Haus und Garten > Möbel und Interior",https://www.lampenundleuchten.de/,nein,https://www.lampenundleuchten.de/tt/?tt=14337_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,automatisch,"100 Tage",27.02.14,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#32984,LeadRebel,Gewerbe,"Hard- und Software > Software",https://leadrebel.io,nein,https://leadrebel.io/leads/?tt=32984_0_390329_,-,-,"15,00 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Erlaubt,Erlaubt,Erlaubt,ja,automatisch,"100 Tage",10.08.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28547,LeasingMarkt.de,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Broschüren und Testfahrten, Autos, Motorräder und Zubehör > Autoverkäufe",https://www.leasingmarkt.de,ja,https://tc.tradetracker.net/?c=28547&m=0&a=390329,-,-,"10,00 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"60 Tage",22.08.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33474,LEASINGTIME.de,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Broschüren und Testfahrten, Autos, Motorräder und Zubehör > Autoverkäufe",https://www.leasingtime.de,ja,https://www.leasingtime.de/fahrzeuge/?tt=33474_0_390329_,-,-,"7,50 €",-,-,-,-,-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",05.11.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#9305,Lensmile.de,"Gesundheit und Schönheit","Gesundheit und Schönheit > Kontaktlinsen",https://www.lensmile.de,ja,https://www.lensmile.de/ttlm/?tt=9305_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,ja,manuell,"60 Tage",14.12.12,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29553,"Let's Ferry - Fährtickets","Reisen und Urlaub","Reisen und Urlaub > Tickets, Reisen und Urlaub > Reiseprodukte, Reisen und Urlaub > Aktivreisen",https://www.letsferry.com/de/,nein,https://tc.tradetracker.net/?c=29553&m=0&a=390329,-,-,-,-,-,-,"2,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",25.01.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33395,Leviadecke.de,"Wohnen, Haus und Garten","Wohnen, Haus und Garten > Betten und Bettzeug, Gesundheit und Schönheit > Ergonomie, Gesundheit und Schönheit > Gesundheitsvorsorge, Kunst und Lifestyle > Lifestyle",https://www.leviadecke.de,ja,https://schlafen.leviadecke.de/?tt=33395_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,"Nicht gestattet",Erlaubt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",05.02.21,,Benutzerdefiniert,-,Benutzerdefiniert,-
"Nicht angemeldet",#24433,LEVISSA,"Mode und Accessoires","Essen und Trinken > Organische Produkte, Mode und Accessoires > Herren, Mode und Accessoires > Damen, Mode und Accessoires > Schmuck und Uhren, Essen und Trinken > Ernährung und Nahrungsergänzungsmittel, Mode und Accessoires > Accessoires",https://levissa.com/,nein,https://tc.tradetracker.net/?c=24433&m=0&a=390329,-,-,-,-,-,-,"14,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"60 Tage",15.12.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33270,"Light In The Box DE",Warenhäuser,"Mode und Accessoires > Sportkleidung, Telekommunikation > TV und Internet, Telekommunikation > Nur SIM-Karte, Telekommunikation > Geschäftskunden, Telekommunikation > Klingeltöne und Zubehör, Telekommunikation > Mobiltelefone, Telekommunikation > Zubehör, Sport und Freizeit > Sportausstattung, Sport und Freizeit > Golf, Sport und Freizeit > Fußball, Sport und Freizeit > Nahrungsergänzungsmittel, Sport und Freizeit > Fitness, Sport und Freizeit > Kleidung und Schuhe, Büro > Büromöbel, Büro > Büromaterial, Elektronik > Multimedia, Elektronik > Zubehör, Tiere > Katzen und Hunde, Elektronik > Küche, Elektronik > Gesundheitsvorsorge, Elektronik > Haushaltswaren, Elektronik > Telefone, Elektronik > Sat-Anlage, Sport und Freizeit > Wintersport, Elektronik > Fotos und Video, Elektronik > Computer, Elektronik > Audio und Video, Wohnen, Haus und Garten > Wohnungseinrichtung, Wohnen, Haus und Garten > Lampen und Licht, Wohnen, Haus und Garten > Haustechnik, Wohnen, Haus und Garten > Immobilie, Wohnen, Haus und Garten > Möbel und Interior, Hobby und Freizeit > Musikinstrumente, Wohnen, Haus und Garten > Küche, Wohnen, Haus und Garten > Sicherheitsprodukte, Wohnen, Haus und Garten > Bett- und Tischwäsche, Wohnen, Haus und Garten > Bad- und Sanitäreinrichtungen, Wohnen, Haus und Garten > Terrasse, Wohnen, Haus und Garten > Garten, Wohnen, Haus und Garten > Boden und Pflaster, Wohnen, Haus und Garten > Haus & Garten, Mode und Accessoires > Damen, Wohnen, Haus und Garten > Grillen, Hobby und Freizeit > Münzen und Briefmarken, Hobby und Freizeit > Outdoor, Hobby und Freizeit > Freizeitangeln, Hobby und Freizeit > Modellbau, Gesundheit und Schönheit > Kosmetik & Hautpflege, Gesundheit und Schönheit > Nahrungsergänzungsmittel, Gesundheit und Schönheit > Kontaktlinsen, Gesundheit und Schönheit > Brillen, Gesundheit und Schönheit > Vitamine, Gesundheit und Schönheit > Arzneimittel, Gesundheit und Schönheit > Diät, Mode und Accessoires > Herren, Gesundheit und Schönheit > Parfüme und Aftershave, Gesundheit und Schönheit > Gesundheitsvorsorge, Geschenke und Gadgets > Glückwunschkarten, Geschenke und Gadgets > Saisonal, Mode und Accessoires > Badekleidung, Geschenke und Gadgets > Gadgets, Geschenke und Gadgets > Geschenke, Spaß und Spiele > Games und Spielekonsolen, Spaß und Spiele > Freizeitspiele, Blumen > Pflanzen, Blumen > Blumen und Bouquet, Mode und Accessoires > Senioren, Mode und Accessoires > Jugend, Mode und Accessoires > Outlet, Mode und Accessoires > Übergrößen, Mode und Accessoires > Sonnenbrillen, Mode und Accessoires > Accessoires, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Schmuck und Uhren, Mode und Accessoires > Schuhe und Stiefel, Wohnen, Haus und Garten > Betten und Bettzeug, Mode und Accessoires > Dessous, Mode und Accessoires > Kinderkleidung, Mode und Accessoires > Nachtwäsche, Autos, Motorräder und Zubehör > Broschüren und Testfahrten, Autos, Motorräder und Zubehör > Fahrräder, Autos, Motorräder und Zubehör > Werkzeuge, Autos, Motorräder und Zubehör > Autoverkäufe, Autos, Motorräder und Zubehör > Navigationssystem, Autos, Motorräder und Zubehör > Soundsystem, Gesundheit und Schönheit > Eigenversuch, Autos, Motorräder und Zubehör > Zubehör und Teile, Bücher, Zeitungen und Magazine > Zeitschriften und Magazine, Sport und Freizeit > Hockey, Sport und Freizeit > Outdoor, Bücher, Zeitungen und Magazine > Bücher, Sport und Freizeit > Radfahren, Baby und Kinder > Kinderspielzeug, Sport und Freizeit > Lauf- und Cross-Training, Baby und Kinder > Babykleidung, Baby und Kinder > Babyprodukte, Kunst und Lifestyle > Fotoprodukte, Kunst und Lifestyle > Leinwände, Kunst und Lifestyle > Fotoalben, Tiere > Aquarien und Teiche, Kunst und Lifestyle > Poster und Bilder, Telekommunikation > Handy-Recycling, Sport und Freizeit > Boxen, Erotik > Erotikprodukte, Gesundheit und Schönheit > Ergonomie, Kunst und Lifestyle > Lifestyle, Kunst und Lifestyle > Kunst, Sport und Freizeit > Tennis",https://www.lightinthebox.com,nein,https://tc.tradetracker.net/?c=33270&m=0&a=390329,-,-,-,-,-,-,"12,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Erlaubt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",30.09.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33611,"Listnride DE","Reisen und Urlaub","Reisen und Urlaub > Sportreisen, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Städtereisen, Reisen und Urlaub > Rundreisen, Reisen und Urlaub > Sommerurlaub, Reisen und Urlaub > Jugendreisen, Reisen und Urlaub > Singlereisen",https://www.listnride.de/,ja,https://www.listnride.de/fahrrad/?tt=33611_0_390329_,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,"Nicht gestattet","Nicht gestattet",nein,manuell,"30 Tage",09.02.21,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#33021,"lol.travel DE","Reisen und Urlaub","Reisen und Urlaub > Hotels, Reisen und Urlaub > Tickets",https://www.lol.travel/de,ja,https://tc.tradetracker.net/?c=33021&m=0&a=390329,-,-,-,-,"8,75 €",-,"6,30 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Erlaubt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",17.09.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#3737,"Lopesan und IFA Hotels & Resorts","Reisen und Urlaub","Reisen und Urlaub > Hotels",https://www.lopesan.com/de/,nein,https://tc.tradetracker.net/?c=3737&m=0&a=390329,-,-,-,-,-,-,"3,00 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",07.01.11,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#29931,Lureaux.de,"Mode und Accessoires","Mode und Accessoires > Accessoires, Mode und Accessoires > Schuhe und Stiefel, Mode und Accessoires > Herren",https://lureaux.de/,nein,https://lureaux.de/mode/?tt=29931_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Eingeschränkt,Eingeschränkt,nein,manuell,"30 Tage",25.03.19,,Klassisch,-,Linear,-
Akzeptiert,#32992,LuxuryLeasing,"Autos, Motorräder und Zubehör","Autos, Motorräder und Zubehör > Autoverkäufe, Autos, Motorräder und Zubehör > Broschüren und Testfahrten",https://www.luxuryleasing.de,ja,https://tc.tradetracker.net/?c=32992&m=0&a=390329,-,-,"7,00 €",-,"80,00 €",-,-,-,-,-,Standard,21.01.21,03.02.21,ja,nein,ja,nein,Eingeschränkt,Erlaubt,Eingeschränkt,Erlaubt,nein,manuell,"100 Tage",13.10.20,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#30721,"Madara Cosmetics","Gesundheit und Schönheit",,https://www.madaracosmetics.com/de,nein,https://tc.tradetracker.net/?c=30721&m=0&a=390329,-,-,-,-,-,-,"10,50 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"30 Tage",05.08.19,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#28813,Majaland.pl/de,"Reisen und Urlaub","Reisen und Urlaub > Kinderreisen, Reisen und Urlaub > Reiseprodukte, Reisen und Urlaub > Tickets, Reisen und Urlaub > Aktivreisen, Reisen und Urlaub > Freizeitparks, Reisen und Urlaub > Ferienparks, Reisen und Urlaub > Abenteuerreisen",https://www.majalandkownaty.pl/de,nein,https://tc.tradetracker.net/?c=28813&m=0&a=390329,-,-,-,-,-,-,"8,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",18.10.18,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#22072,Mami-love.de,"Baby und Kinder","Baby und Kinder > Babyprodukte, Baby und Kinder > Kinderspielzeug",https://www.mami-love.de/,nein,https://www.mami-love.de/kinderwaren/?tt=22072_0_390329_,-,-,-,-,-,-,"7,00 %",-,-,-,-,,,ja,nein,ja,nein,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"60 Tage",05.02.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#2592,Markstein.de,"Musik, Videos und DVD","Elektronik > Audio und Video",https://www.markstein.de,ja,https://www.markstein.de/tt/index.html?tt=2592_0_390329_,-,-,-,-,-,-,"5,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"100 Tage",28.09.09,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#21836,"Meetyoo.de - Telefon- & Webkonferenzen",Telekommunikation,"Telekommunikation > Geschäftskunden, Elektronik > Telefone, Telekommunikation > TV und Internet",https://meetyoo.de/,nein,https://meetyoo.de/telefonkonferenz-webkonferenz/?tt=21836_0_390329_,-,-,-,-,"50,00 €",-,-,-,-,-,-,,,ja,nein,ja,nein,Erlaubt,Eingeschränkt,"Nicht gestattet",Erlaubt,nein,manuell,"30 Tage",06.10.16,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#19047,Meintrendyhandy.de,Elektronik,"Elektronik > Multimedia, Elektronik > Telefone, Elektronik > Küche, Elektronik > Fotos und Video, Elektronik > Computer, Elektronik > Audio und Video, Elektronik > Sat-Anlage",https://www.meintrendyhandy.de/,nein,https://tc.tradetracker.net/?c=19047&m=0&a=390329,-,-,-,-,-,-,"5,60 %",-,-,-,-,,,ja,nein,ja,ja,"Nicht gestattet",Eingeschränkt,Erlaubt,Erlaubt,nein,manuell,"30 Tage",04.05.15,,Klassisch,-,Klassisch,-
"Nicht angemeldet",#6803,Milanoo.com/de,"Mode und Accessoires","Wohnen, Haus und Garten > Wohnungseinrichtung, Tiere > Katzen und Hunde, Mode und Accessoires > Handtaschen und Portemonnaies, Mode und Accessoires > Schuhe und Stiefel, Wohnen, Haus und Garten > Möbel und Interior, Mode und Accessoires > Outlet, Mode und Accessoires > Schmuck und Uhren, Wohnen, Haus und Garten > Küche, Wohnen, Haus und Garten > Lampen und Licht, Mode und Accessoires > Dessous, Mode und Accessoires > Herren, Mode und Accessoires > Damen, Mode und Accessoires > Accessoires, Mode und Accessoires > Sonnenbrillen, Wohnen, Haus und Garten > Bett- und Tischwäsche",https://www.milanoo.com/de,nein,https://tc.tradetracker.net/?c=6803&m=0&a=390329,-,-,-,-,-,-,"14,00 %",-,-,-,-,,,ja,nein,ja,ja,Eingeschränkt,Eingeschränkt,Erlaubt,Erlaubt,nein,automatisch,"30 Tage",22.06.17,,Klassisch,-,Klassisch,-
